ACCTID,ACCTTYPE,ACCTNAME,FIRSTNAME,SURNAME,DOB,ACCTCREATED,ACCTRISK,ADDRESS,ADDRESS_LAT,ADDRESS_LON,CATEGORY
800004,CREDIT,Jackson Supermarket,Joel,Jackson,1992-05-03T00:00:00,2016-08-24T00:00:00,MEDIUM,BRISBANE,-27.47509065,152.99177268536724,Supermarket
800005,BUSINESS,Hodge Supermarket,Kenneth,Hodge,1970-11-14T00:00:00,2018-06-16T00:00:00,LOW,BRISBANE,-27.504666486937253,153.09278986823915,Supermarket
800006,BUSINESS,Campbell Supermarket,Jessica,Campbell,1978-03-12T00:00:00,2015-07-21T00:00:00,LOW,BRISBANE,-27.43022135,152.96647983567703,Supermarket
800007,CREDIT,Knight Supermarket,Kent,Knight,1973-04-02T00:00:00,2019-07-31T00:00:00,MEDIUM,BRISBANE,-27.4562965,152.999147,Supermarket
800008,BUSINESS,Thomas Supermarket,Austin,Thomas,1964-02-08T00:00:00,2018-03-21T00:00:00,LOW,BRISBANE,-27.5137881,152.9608852,Supermarket
800009,BUSINESS,Sexton Grocery,Philip,Sexton,1972-04-27T00:00:00,2017-02-09T00:00:00,HIGH,BRISBANE,-27.4375009,152.9679132,Grocery
800010,BUSINESS,Nelson Grocery,James,Nelson,1979-10-10T00:00:00,2017-11-16T00:00:00,LOW,BRISBANE,-27.4037206,153.0404329,Grocery
800011,CREDIT,Martinez Grocery,Courtney,Martinez,1990-10-20T00:00:00,2017-03-29T00:00:00,MEDIUM,BRISBANE,-27.5280628,153.0330394,Grocery
800012,CREDIT,Baldwin Supermarket,Sean,Baldwin,1961-04-10T00:00:00,2017-05-03T00:00:00,LOW,BRISBANE,-27.44310235,152.95923147575814,Supermarket
800013,BUSINESS,Lawrence Supermarket,Tanya,Lawrence,1986-10-16T00:00:00,2019-01-31T00:00:00,LOW,BRISBANE,-27.5359098,153.0269885,Supermarket
800014,BUSINESS,Stephens Supermarket,John,Stephens,1966-04-15T00:00:00,2016-08-17T00:00:00,LOW,BRISBANE,-27.470465500000003,153.0011133794543,Supermarket
800015,CREDIT,Mitchell Supermarket,Jimmy,Mitchell,1970-04-26T00:00:00,2015-04-10T00:00:00,LOW,BRISBANE,-27.413892084823797,153.03537541841337,Supermarket
800016,CREDIT,Waller Supermarket,Joseph,Waller,1981-08-11T00:00:00,2016-01-31T00:00:00,LOW,BRISBANE,-27.46980915,153.00599400559952,Supermarket
800017,BUSINESS,Jones Supermarket,Scott,Jones,1979-07-02T00:00:00,2019-04-02T00:00:00,LOW,BRISBANE,-27.41063505,153.09518020570903,Supermarket
800018,BUSINESS,Mason Supermarket,Tom,Mason,1969-10-30T00:00:00,2016-12-27T00:00:00,LOW,BRISBANE,-27.4138985,152.9669157,Supermarket
800019,BUSINESS,West Grocery,Clifford,West,1959-11-08T00:00:00,2017-10-30T00:00:00,MEDIUM,BRISBANE,-27.4882055,153.0869046,Grocery
800020,CREDIT,Marshall Supermarket,Eric,Marshall,1967-12-28T00:00:00,2016-05-06T00:00:00,MEDIUM,BRISBANE,-27.4841565,153.02461175720055,Supermarket
800021,BUSINESS,Gregory Supermarket,Christopher,Gregory,1965-06-10T00:00:00,2016-04-26T00:00:00,LOW,BRISBANE,-27.5093631,152.9886464,Supermarket
800022,BUSINESS,Wagner Grocery,Erica,Wagner,1985-08-16T00:00:00,2016-08-08T00:00:00,MEDIUM,BRISBANE,-27.4859023,153.0807712,Grocery
800023,BUSINESS,Flores Grocery,Andrew,Flores,1985-07-02T00:00:00,2019-11-11T00:00:00,LOW,BRISBANE,-27.5256691,153.0374853,Grocery
800024,BUSINESS,Bartlett Supermarket,Raymond,Bartlett,1960-08-30T00:00:00,2016-05-22T00:00:00,LOW,BRISBANE,-27.5344442,152.9775731,Supermarket
800025,BUSINESS,Elliott Grocery,Amanda,Elliott,1966-06-04T00:00:00,2016-07-11T00:00:00,MEDIUM,BRISBANE,-27.47968184140694,152.96152266433785,Grocery
800026,BUSINESS,Brown Supermarket,Tara,Brown,1981-08-06T00:00:00,2017-06-24T00:00:00,MEDIUM,BRISBANE,-27.463666,153.0514689,Supermarket
800027,BUSINESS,Webster Grocery,Sandra,Webster,1959-11-12T00:00:00,2019-02-06T00:00:00,LOW,BRISBANE,-27.4534393,153.0423709,Grocery
800028,CREDIT,Harper Supermarket,Tammy,Harper,1990-05-08T00:00:00,2016-01-18T00:00:00,MEDIUM,BRISBANE,-27.54232865,153.05356335778407,Supermarket
800029,BUSINESS,Walker Supermarket,Pamela,Walker,1961-11-15T00:00:00,2019-05-27T00:00:00,LOW,BRISBANE,-27.4223279,152.9885583,Supermarket
800030,BUSINESS,Walker Grocery,Karen,Walker,1968-09-10T00:00:00,2016-02-10T00:00:00,LOW,BRISBANE,-27.454654650000002,152.9724232499828,Grocery
800031,BUSINESS,Stewart Grocery,Kimberly,Stewart,1984-02-24T00:00:00,2015-02-05T00:00:00,MEDIUM,BRISBANE,-27.5058299,153.1013902,Grocery
800032,BUSINESS,Clark Supermarket,Gerald,Clark,1977-11-29T00:00:00,2017-08-12T00:00:00,LOW,BRISBANE,-27.5277314,153.0560928,Supermarket
800033,BUSINESS,Cooper Grocery,Antonio,Cooper,1985-03-06T00:00:00,2015-01-31T00:00:00,LOW,BRISBANE,-27.5317376,153.0639046,Grocery
800034,CREDIT,Graham Supermarket,Julie,Graham,1980-09-25T00:00:00,2015-10-24T00:00:00,LOW,BRISBANE,-27.40865891414042,153.02539382856142,Supermarket
800035,BUSINESS,Hayes Grocery,Nicole,Hayes,1959-07-19T00:00:00,2014-12-18T00:00:00,LOW,BRISBANE,-27.488062550000002,152.9940644001764,Grocery
800036,CREDIT,Gonzalez Grocery,Amanda,Gonzalez,1981-07-22T00:00:00,2017-04-15T00:00:00,MEDIUM,BRISBANE,-27.433446,153.0937113,Grocery
800037,CREDIT,Harrison Supermarket,Samantha,Harrison,1972-09-03T00:00:00,2016-09-04T00:00:00,MEDIUM,BRISBANE,-27.4809488,152.9698739,Supermarket
800038,BUSINESS,Kerr Grocery,Kevin,Kerr,1960-03-17T00:00:00,2014-09-17T00:00:00,LOW,BRISBANE,-27.5198831,153.02084993204602,Grocery
800198,BUSINESS,Mata Cafe,Andrew,Mata,1973-12-06T00:00:00,2017-03-30T00:00:00,LOW,BRISBANE,-27.4598375,153.0959394,Cafe
800199,CREDIT,Henderson Bakery,Meredith,Henderson,1983-05-03T00:00:00,2017-09-15T00:00:00,LOW,BRISBANE,-27.4532028,153.0542124,Bakery
800200,BUSINESS,Mckinney Hotel,Morgan,Mckinney,1964-08-10T00:00:00,2018-02-10T00:00:00,MEDIUM,BRISBANE,-27.5290335,153.0696056,Hotel
800201,BUSINESS,White Hotel,Margaret,White,1977-01-14T00:00:00,2015-02-03T00:00:00,LOW,BRISBANE,-27.4316277,153.0078289,Hotel
800202,CREDIT,Travis Hotel,John,Travis,1959-11-13T00:00:00,2018-03-04T00:00:00,LOW,BRISBANE,-27.526816031306133,153.01208726857442,Hotel
800203,BUSINESS,Kaufman Restaurant,Stephen,Kaufman,1985-01-31T00:00:00,2019-09-26T00:00:00,LOW,BRISBANE,-27.4595306,153.0305024,Restaurant
800204,BUSINESS,Williams Restaurant,Margaret,Williams,1977-05-20T00:00:00,2015-05-07T00:00:00,LOW,BRISBANE,-27.472885387565228,152.98448629857558,Restaurant
800205,BUSINESS,Hines Hotel,Mario,Hines,1980-05-30T00:00:00,2017-06-09T00:00:00,LOW,BRISBANE,-27.454654650000002,152.9724232499828,Hotel
800206,BUSINESS,Mason Hotel,Christine,Mason,1964-06-16T00:00:00,2018-11-26T00:00:00,MEDIUM,BRISBANE,-27.5195711,153.0542202,Hotel
800207,BUSINESS,Hoffman Restaurant,Melissa,Hoffman,1966-09-16T00:00:00,2018-04-17T00:00:00,HIGH,BRISBANE,-27.45664085,153.0025556,Restaurant
800208,BUSINESS,Edwards Restaurant,Amanda,Edwards,1971-07-01T00:00:00,2019-06-03T00:00:00,LOW,BRISBANE,-27.4218707,152.9792577,Restaurant
800209,CREDIT,Hart Restaurant,Amanda,Hart,1966-06-19T00:00:00,2017-03-17T00:00:00,LOW,BRISBANE,-27.3952404,152.984861,Restaurant
800210,BUSINESS,Reeves Hotel,Kayla,Reeves,1983-09-12T00:00:00,2015-06-29T00:00:00,LOW,BRISBANE,-27.4063437,152.9603571,Hotel
800211,CREDIT,Flores Hotel,Alexa,Flores,1987-12-26T00:00:00,2018-07-17T00:00:00,LOW,BRISBANE,-27.4355548,153.0879588,Hotel
800212,CREDIT,Reed Restaurant,Nicholas,Reed,1958-05-08T00:00:00,2019-05-24T00:00:00,LOW,BRISBANE,-27.4524016,152.9669744,Restaurant
800213,BUSINESS,Johnson Restaurant,Priscilla,Johnson,1980-03-23T00:00:00,2017-06-17T00:00:00,LOW,BRISBANE,-27.4840032,153.0949691,Restaurant
800214,CREDIT,Pineda Restaurant,Katherine,Pineda,1971-05-06T00:00:00,2016-09-23T00:00:00,LOW,BRISBANE,-27.470238350000002,153.0555547754601,Restaurant
800215,CREDIT,Cooper Hotel,Bryan,Cooper,1963-05-08T00:00:00,2015-04-17T00:00:00,LOW,BRISBANE,-27.5184545,153.0180157,Hotel
800216,BUSINESS,Thompson Restaurant,Pamela,Thompson,1960-12-28T00:00:00,2019-04-14T00:00:00,LOW,BRISBANE,-27.4281304,153.0675800636463,Restaurant
800217,CREDIT,Parker Restaurant,Peter,Parker,1960-04-17T00:00:00,2016-04-15T00:00:00,HIGH,BRISBANE,-27.46703695,153.02624351572842,Restaurant
800218,BUSINESS,Norton Hotel,Benjamin,Norton,1984-07-26T00:00:00,2018-05-03T00:00:00,LOW,BRISBANE,-27.4293978,153.016284,Hotel
800219,CREDIT,Martinez Hotel,Stephen,Martinez,1969-03-16T00:00:00,2018-05-24T00:00:00,LOW,BRISBANE,-27.4309008,153.0614801,Hotel
800220,BUSINESS,Hardy Hotel,Scott,Hardy,1969-03-20T00:00:00,2017-08-18T00:00:00,LOW,BRISBANE,-27.4015291,152.9544437,Hotel
800221,BUSINESS,Gonzalez Hotel,Daisy,Gonzalez,1985-04-23T00:00:00,2017-09-28T00:00:00,LOW,BRISBANE,-27.4416815,153.09143213828094,Hotel
800222,CREDIT,Ali Hotel,Susan,Ali,1970-05-06T00:00:00,2017-02-23T00:00:00,LOW,BRISBANE,-27.5086997,153.0022571,Hotel
800223,CREDIT,Phillips Hotel,Ethan,Phillips,1991-12-16T00:00:00,2017-12-06T00:00:00,MEDIUM,BRISBANE,-27.43719373910644,152.97958195772088,Hotel
800224,CREDIT,Wood Restaurant,Denise,Wood,1974-09-10T00:00:00,2017-09-22T00:00:00,LOW,BRISBANE,-27.4928817,153.0738668,Restaurant
800225,BUSINESS,Wright Hotel,Steven,Wright,1959-03-29T00:00:00,2016-11-19T00:00:00,LOW,BRISBANE,-27.41089393648722,153.072084297096,Hotel
800226,CREDIT,Collins Hotel,Linda,Collins,1970-04-18T00:00:00,2014-12-12T00:00:00,MEDIUM,BRISBANE,-27.5357329,153.0819319,Hotel
800227,CREDIT,Perez Hotel,Diana,Perez,1959-11-13T00:00:00,2019-05-03T00:00:00,LOW,BRISBANE,-27.4851531,153.0582041,Hotel
800228,BUSINESS,Thompson Hotel,Richard,Thompson,1979-05-04T00:00:00,2018-09-30T00:00:00,MEDIUM,BRISBANE,-27.529842,153.0757402,Hotel
800229,BUSINESS,Higgins Hotel,Amanda,Higgins,1965-11-06T00:00:00,2017-08-26T00:00:00,LOW,BRISBANE,-27.5176128,152.9694527,Hotel
800230,BUSINESS,Washington Hotel,Michaela,Washington,1959-08-05T00:00:00,2015-10-24T00:00:00,MEDIUM,BRISBANE,-27.46412285024742,152.95981601071156,Hotel
800231,BUSINESS,Jones Restaurant,Kyle,Jones,1989-05-11T00:00:00,2015-03-04T00:00:00,LOW,BRISBANE,-27.4003223,153.0013399,Restaurant
800232,BUSINESS,Moore Hotel,Angela,Moore,1967-07-08T00:00:00,2018-11-08T00:00:00,LOW,BRISBANE,-27.4931163,153.03075176832755,Hotel
800233,BUSINESS,Gardner Restaurant,Connie,Gardner,1987-07-15T00:00:00,2019-03-01T00:00:00,MEDIUM,BRISBANE,-27.4507477,152.9580108,Restaurant
800234,BUSINESS,Webb Restaurant,Nicole,Webb,1974-10-10T00:00:00,2020-01-09T00:00:00,LOW,BRISBANE,-27.455921443203003,153.02282858029753,Restaurant
800235,BUSINESS,Alexander Hotel,Jade,Alexander,1966-10-03T00:00:00,2016-09-11T00:00:00,LOW,BRISBANE,-27.39768,152.9842187,Hotel
800236,BUSINESS,Keller Hotel,William,Keller,1992-09-26T00:00:00,2019-06-28T00:00:00,LOW,BRISBANE,-27.4051919,153.040364,Hotel
800237,CREDIT,Moreno Hotel,Lori,Moreno,1963-03-02T00:00:00,2016-08-10T00:00:00,LOW,BRISBANE,-27.40681925941629,153.07157411694345,Hotel
800471,BUSINESS,Jimenez Builders,Suzanne,Jimenez,1971-09-11T00:00:00,2015-08-16T00:00:00,LOW,BRISBANE,-27.4932486,153.0760209,Builders
800472,BUSINESS,Knight Lawyers,Jacqueline,Knight,1973-10-17T00:00:00,2015-11-10T00:00:00,MEDIUM,BRISBANE,-27.5119204,153.0694112,Lawyers
800473,CREDIT,Cervantes Builders,Karen,Cervantes,1959-12-13T00:00:00,2018-07-21T00:00:00,LOW,BRISBANE,-27.534506,153.09519849144132,Builders
800474,BUSINESS,Pacheco Crash Repairs,Timothy,Pacheco,1987-10-27T00:00:00,2015-10-12T00:00:00,MEDIUM,BRISBANE,-27.5399193,152.9725249,Crash Repairs
800475,BUSINESS,Gaines Apparel,Donna,Gaines,1990-12-03T00:00:00,2017-01-21T00:00:00,LOW,BRISBANE,-27.4863514,152.9866433110419,Apparel
800476,CREDIT,Russell Smallgoods,Corey,Russell,1967-05-03T00:00:00,2018-02-19T00:00:00,MEDIUM,BRISBANE,-27.4096829,153.0001252,Smallgoods
800477,BUSINESS,Fisher Property,John,Fisher,1962-06-10T00:00:00,2014-09-16T00:00:00,LOW,BRISBANE,-27.542239,152.9679067,Property
800478,BUSINESS,Buchanan Smallgoods,Sandy,Buchanan,1963-08-17T00:00:00,2014-12-06T00:00:00,MEDIUM,BRISBANE,-27.5012375,153.0277567,Smallgoods
800479,CREDIT,Jones Cleaning,David,Jones,1965-11-13T00:00:00,2016-06-05T00:00:00,LOW,BRISBANE,-27.43703135754737,153.0432788843837,Cleaning
800480,BUSINESS,Smith Gardening,Jake,Smith,1973-06-24T00:00:00,2016-09-25T00:00:00,HIGH,BRISBANE,-27.45122495,153.0899224941105,Gardening
800481,CREDIT,Mann Electrical,Justin,Mann,1966-03-04T00:00:00,2019-11-04T00:00:00,LOW,BRISBANE,-27.53075,153.0597416,Electrical
800482,CREDIT,Barnes Wholesale,Victoria,Barnes,1983-12-06T00:00:00,2016-10-20T00:00:00,HIGH,BRISBANE,-27.5133224,152.9963096,Wholesale
800483,CREDIT,Baker Events,Kimberly,Baker,1990-10-11T00:00:00,2014-09-02T00:00:00,LOW,BRISBANE,-27.5395663,153.0339019,Events
800484,BUSINESS,Chen Computers,Tiffany,Chen,1980-07-11T00:00:00,2016-02-15T00:00:00,LOW,BRISBANE,-27.4506705,153.0366176,Computers
800485,CREDIT,Parker Clinic,Donna,Parker,1958-01-04T00:00:00,2015-02-07T00:00:00,LOW,BRISBANE,-27.454885,153.062475,Clinic
800486,CREDIT,Lawrence Smallgoods,Eric,Lawrence,1978-11-22T00:00:00,2017-07-19T00:00:00,LOW,BRISBANE,-27.4163401,153.07938000948346,Smallgoods
800487,BUSINESS,Sexton Winery,Sonia,Sexton,1990-09-01T00:00:00,2019-07-24T00:00:00,LOW,BRISBANE,-27.4798396,153.0662265,Winery
800488,BUSINESS,Roberts Clinic,Carrie,Roberts,1982-10-23T00:00:00,2019-06-27T00:00:00,LOW,BRISBANE,-27.48158395,153.02423981476645,Clinic
800489,CREDIT,Watkins Wholesale,Ann,Watkins,1971-02-19T00:00:00,2016-07-30T00:00:00,LOW,BRISBANE,-27.503279550000002,153.08474060771516,Wholesale
800490,CREDIT,Nicholson Events,Mallory,Nicholson,1967-02-14T00:00:00,2019-05-11T00:00:00,LOW,BRISBANE,-27.504049,153.0640899,Events
800491,CREDIT,Ryan Roasters,Stephen,Ryan,1961-07-20T00:00:00,2019-03-22T00:00:00,MEDIUM,BRISBANE,-27.5078145,153.0393467,Roasters
800492,CREDIT,Navarro Pottery,Richard,Navarro,1985-03-06T00:00:00,2019-07-22T00:00:00,MEDIUM,BRISBANE,-27.5031918,152.9749157447644,Pottery
800493,BUSINESS,Fowler Therapeutics,Paul,Fowler,1985-07-21T00:00:00,2017-01-07T00:00:00,MEDIUM,BRISBANE,-27.4944902,153.0992523,Therapeutics
800494,CREDIT,Hammond Property,Nicholas,Hammond,1958-10-26T00:00:00,2016-03-26T00:00:00,LOW,BRISBANE,-27.4416088,152.9996807,Property
800495,CREDIT,Sims Wholesale,Megan,Sims,1991-10-03T00:00:00,2015-07-24T00:00:00,LOW,BRISBANE,-27.476105647813593,152.96225048820713,Wholesale
800496,BUSINESS,Hunter Therapeutics,Heather,Hunter,1969-08-08T00:00:00,2018-06-13T00:00:00,MEDIUM,BRISBANE,-27.5246399,152.9697048,Therapeutics
800497,CREDIT,Rogers Fitness,Jeremy,Rogers,1973-01-08T00:00:00,2018-03-26T00:00:00,LOW,BRISBANE,-27.526364,153.0758878,Fitness
800498,BUSINESS,Ortega Physiotherapy,Matthew,Ortega,1989-05-03T00:00:00,2015-09-08T00:00:00,MEDIUM,BRISBANE,-27.4166811,152.981007,Physiotherapy
800499,CREDIT,Alexander Beauty,Robert,Alexander,1976-02-18T00:00:00,2017-11-25T00:00:00,LOW,BRISBANE,-27.4585897,153.0586329,Beauty
800500,BUSINESS,Allen Podiatry,Kristen,Allen,1973-05-13T00:00:00,2017-07-16T00:00:00,MEDIUM,BRISBANE,-27.4389994,153.0737322,Podiatry
800501,BUSINESS,Dawson Gardening,Joshua,Dawson,1974-12-05T00:00:00,2019-01-21T00:00:00,LOW,BRISBANE,-27.5303455,153.0966624,Gardening
800502,BUSINESS,Bowen Pottery,Renee,Bowen,1978-06-27T00:00:00,2016-05-12T00:00:00,LOW,BRISBANE,-27.5080357,153.03466552339495,Pottery
800503,BUSINESS,King Florist,Richard,King,1958-08-09T00:00:00,2015-05-27T00:00:00,LOW,BRISBANE,-27.464026,153.1020658,Florist
800504,CREDIT,Andersen Apparel,Grace,Andersen,1986-06-02T00:00:00,2016-05-21T00:00:00,LOW,BRISBANE,-27.39638349412279,152.96521367878452,Apparel
800505,CREDIT,Robbins Electrical,Christopher,Robbins,1973-06-20T00:00:00,2019-03-26T00:00:00,LOW,BRISBANE,-27.52854635,152.9930037415599,Electrical
800506,BUSINESS,Davis Finance,Brian,Davis,1966-10-08T00:00:00,2019-04-11T00:00:00,LOW,BRISBANE,-27.5350526,153.0810828,Finance
800507,CREDIT,Jimenez Apparel,Jeremy,Jimenez,1966-06-20T00:00:00,2015-06-07T00:00:00,LOW,BRISBANE,-27.469801250000003,153.02427281928806,Apparel
800508,CREDIT,Wilkerson Therapeutics,Cory,Wilkerson,1980-03-22T00:00:00,2015-03-30T00:00:00,LOW,BRISBANE,-27.459886,153.0701009,Therapeutics
800238,CREDIT,Armstrong Hotel,Robert,Armstrong,1991-12-03T00:00:00,2017-07-18T00:00:00,MEDIUM,BRISBANE,-27.4262726,153.0428521,Hotel
800239,CREDIT,Baker Restaurant,Michelle,Baker,1967-11-24T00:00:00,2017-03-15T00:00:00,LOW,BRISBANE,-27.5183778,153.0615523,Restaurant
800240,BUSINESS,Fowler Hotel,David,Fowler,1979-06-07T00:00:00,2014-11-30T00:00:00,LOW,BRISBANE,-27.4164856,153.0668027,Hotel
800241,CREDIT,Walker Restaurant,Regina,Walker,1962-12-28T00:00:00,2014-12-10T00:00:00,MEDIUM,BRISBANE,-27.399215032359216,153.10242630625186,Restaurant
800242,CREDIT,Marshall Restaurant,Taylor,Marshall,1961-01-11T00:00:00,2016-05-13T00:00:00,LOW,BRISBANE,-27.481017354764475,153.00114567250117,Restaurant
800243,BUSINESS,Sanders Restaurant,Wayne,Sanders,1983-03-07T00:00:00,2014-09-30T00:00:00,LOW,BRISBANE,-27.5388645,153.0084822,Restaurant
800244,BUSINESS,Ingram Hotel,Anne,Ingram,1991-08-10T00:00:00,2018-09-07T00:00:00,HIGH,BRISBANE,-27.457233,153.078889,Hotel
800245,BUSINESS,Castaneda Restaurant,Edward,Castaneda,1965-11-17T00:00:00,2019-04-21T00:00:00,LOW,BRISBANE,-27.4163401,153.07938000948346,Restaurant
800246,BUSINESS,Johnson Restaurant,Sonya,Johnson,1975-03-17T00:00:00,2015-05-17T00:00:00,LOW,BRISBANE,-27.4766477,153.0643387,Restaurant
800247,CREDIT,Martinez Restaurant,Kimberly,Martinez,1966-11-04T00:00:00,2019-10-29T00:00:00,HIGH,BRISBANE,-27.4590389,152.9967853,Restaurant
800248,BUSINESS,Hicks Hotel,Shelia,Hicks,1960-12-11T00:00:00,2015-12-09T00:00:00,LOW,BRISBANE,-27.5317191,153.0381225,Hotel
800249,BUSINESS,Matthews Restaurant,Shawn,Matthews,1985-09-16T00:00:00,2016-11-21T00:00:00,MEDIUM,BRISBANE,-27.433905799999998,153.03211999645254,Restaurant
800250,BUSINESS,Bradley Restaurant,Lisa,Bradley,1974-03-08T00:00:00,2019-10-29T00:00:00,HIGH,BRISBANE,-27.44310235,152.95923147575814,Restaurant
800251,CREDIT,Fitzgerald Hotel,Stephanie,Fitzgerald,1964-12-27T00:00:00,2018-07-25T00:00:00,LOW,BRISBANE,-27.4524595,152.9534723,Hotel
800252,CREDIT,Austin Hotel,Anthony,Austin,1963-05-05T00:00:00,2018-05-08T00:00:00,MEDIUM,BRISBANE,-27.471831425535612,152.9561415780069,Hotel
800253,CREDIT,Warren Restaurant,Brett,Warren,1976-07-09T00:00:00,2019-05-30T00:00:00,LOW,BRISBANE,-27.4406005,152.9978792,Restaurant
800254,CREDIT,Walters Hotel,Michael,Walters,1961-11-27T00:00:00,2015-01-20T00:00:00,MEDIUM,BRISBANE,-27.4936682,153.0870431,Hotel
800255,BUSINESS,Johnson Hotel,Yesenia,Johnson,1985-09-21T00:00:00,2015-06-08T00:00:00,LOW,BRISBANE,-27.422538,153.0782343,Hotel
800256,BUSINESS,Blevins Hotel,Jimmy,Blevins,1978-07-28T00:00:00,2016-05-22T00:00:00,MEDIUM,BRISBANE,-27.524615870147517,153.01138587731336,Hotel
800257,CREDIT,Campbell Hotel,Albert,Campbell,1984-08-19T00:00:00,2018-09-12T00:00:00,LOW,BRISBANE,-27.3972333,153.10232543256797,Hotel
800258,CREDIT,Edwards Hotel,Dylan,Edwards,1962-07-08T00:00:00,2014-09-16T00:00:00,LOW,BRISBANE,-27.4421486,152.977504,Hotel
800259,BUSINESS,Jennings Hotel,Douglas,Jennings,1986-01-17T00:00:00,2015-06-22T00:00:00,LOW,BRISBANE,-27.394870633088956,152.96048171555705,Hotel
800260,CREDIT,Simmons Restaurant,Bruce,Simmons,1972-08-07T00:00:00,2016-09-30T00:00:00,LOW,BRISBANE,-27.407805,153.0137882,Restaurant
800261,CREDIT,Lopez Restaurant,Bradley,Lopez,1985-01-31T00:00:00,2019-10-13T00:00:00,LOW,BRISBANE,-27.47062245,153.01379846977807,Restaurant
800262,BUSINESS,Carlson Restaurant,Shawna,Carlson,1981-08-09T00:00:00,2018-12-12T00:00:00,LOW,BRISBANE,-27.4322322,152.9903731,Restaurant
800263,CREDIT,Dougherty Restaurant,Clayton,Dougherty,1964-10-05T00:00:00,2019-04-18T00:00:00,LOW,BRISBANE,-27.452349,153.08232445908166,Restaurant
800264,CREDIT,Robbins Hotel,Mindy,Robbins,1983-10-06T00:00:00,2015-05-23T00:00:00,LOW,BRISBANE,-27.4967508,153.06851,Hotel
800265,CREDIT,Rivera Hotel,Cynthia,Rivera,1973-10-12T00:00:00,2015-12-04T00:00:00,LOW,BRISBANE,-27.4224878,153.0534168,Hotel
800266,CREDIT,Martinez Restaurant,Sandra,Martinez,1970-12-27T00:00:00,2018-01-27T00:00:00,LOW,BRISBANE,-27.4894361,153.0768056,Restaurant
800267,BUSINESS,Stewart Restaurant,Cassandra,Stewart,1986-02-17T00:00:00,2017-12-16T00:00:00,LOW,BRISBANE,-27.5080288,153.102801,Restaurant
800268,BUSINESS,Davis Hotel,Brenda,Davis,1973-01-04T00:00:00,2017-10-25T00:00:00,LOW,BRISBANE,-27.5297668,153.0481859,Hotel
800269,BUSINESS,Palmer Restaurant,Jennifer,Palmer,1972-03-01T00:00:00,2016-09-21T00:00:00,LOW,BRISBANE,-27.49967245,153.09723623600348,Restaurant
800270,BUSINESS,Bowman Hotel,Kristin,Bowman,1957-11-02T00:00:00,2017-03-21T00:00:00,LOW,BRISBANE,-27.411617260472973,153.07537910470336,Hotel
800271,BUSINESS,Jackson Hotel,Kimberly,Jackson,1991-07-14T00:00:00,2017-08-01T00:00:00,LOW,BRISBANE,-27.5119536,153.03268865,Hotel
800272,BUSINESS,Kemp Hotel,Brian,Kemp,1987-01-07T00:00:00,2017-11-07T00:00:00,LOW,BRISBANE,-27.44275475,153.0175684421353,Hotel
800273,CREDIT,Wood Restaurant,Eric,Wood,1972-05-29T00:00:00,2018-11-13T00:00:00,LOW,BRISBANE,-27.4639155,152.9959793,Restaurant
800274,CREDIT,Jordan Hotel,Ryan,Jordan,1979-07-26T00:00:00,2019-09-05T00:00:00,LOW,BRISBANE,-27.4183645,153.09946231513953,Hotel
800275,CREDIT,May Hotel,Joshua,May,1988-04-16T00:00:00,2017-08-05T00:00:00,LOW,BRISBANE,-27.42411325,153.04024206485906,Hotel
800276,BUSINESS,Frye Hotel,Andrew,Frye,1992-04-16T00:00:00,2015-12-17T00:00:00,LOW,BRISBANE,-27.503174950000002,152.97655589058155,Hotel
800277,CREDIT,Watson Hotel,Tina,Watson,1973-03-06T00:00:00,2018-11-19T00:00:00,LOW,BRISBANE,-27.456881520707206,153.0181885232709,Hotel
800278,BUSINESS,Perry Restaurant,Steve,Perry,1966-02-24T00:00:00,2019-03-02T00:00:00,MEDIUM,BRISBANE,-27.4077621,153.0023699,Restaurant
800279,BUSINESS,Henderson Restaurant,Nancy,Henderson,1989-07-15T00:00:00,2018-07-07T00:00:00,LOW,BRISBANE,-27.48936925,152.99967547618004,Restaurant
800280,CREDIT,Rodriguez Hotel,Norma,Rodriguez,1965-05-25T00:00:00,2015-03-20T00:00:00,LOW,BRISBANE,-27.405123793548622,153.09698625199727,Hotel
800281,CREDIT,Santos Hotel,Stephanie,Santos,1969-03-21T00:00:00,2017-10-17T00:00:00,LOW,BRISBANE,-27.4626973,153.0962886,Hotel
800282,BUSINESS,Ponce Restaurant,Thomas,Ponce,1975-03-25T00:00:00,2015-10-08T00:00:00,LOW,BRISBANE,-27.4123088,152.9933807,Restaurant
800283,BUSINESS,Hunt Hotel,Leroy,Hunt,1967-07-13T00:00:00,2018-12-05T00:00:00,LOW,BRISBANE,-27.50593275,152.99622996650407,Hotel
800284,CREDIT,Welch Hotel,Brandi,Welch,1982-12-28T00:00:00,2016-10-15T00:00:00,LOW,BRISBANE,-27.4599396,152.989003,Hotel
800285,CREDIT,Johnson Hotel,John,Johnson,1972-01-10T00:00:00,2016-08-25T00:00:00,MEDIUM,BRISBANE,-27.393811,152.9993795,Hotel
800286,BUSINESS,Garrett Hotel,Bonnie,Garrett,1957-07-24T00:00:00,2019-04-08T00:00:00,LOW,BRISBANE,-27.4461488,153.0692804,Hotel
800287,BUSINESS,Ryan Restaurant,Stephanie,Ryan,1975-02-23T00:00:00,2015-04-29T00:00:00,LOW,BRISBANE,-27.4623013,153.0510673585729,Restaurant
